Instances	 nnodes	 p	 strates	 faisabilite	 temps	 fctObj	 As	 Bs	 As+Bs	 noeuds	 borne	 gap
MIP	../../instancesSurcharges/alpha0_1/Aleatoire/alea20_2_1.txt	20	2	2	Optimal	0.060649871826171875	AB	90.0	105.0	195.0	1.0	195.0	0.0
MIP	../../instancesSurcharges/alpha0_1/Aleatoire/alea20_2_2.txt	20	2	4	Optimal	0.20923614501953125	AB	133.0	184.0	317.0	1.0	317.0	0.0
MIP	../../instancesSurcharges/alpha0_1/Aleatoire/alea20_4_1.txt	20	4	2	Optimal	0.45694398880004883	AB	61.0	73.0	134.0	14.0	134.0	0.0
MIP	../../instancesSurcharges/alpha0_1/Aleatoire/alea20_4_2.txt	20	4	4	Optimal	1.2775790691375732	AB	104.0	148.0	252.0	14.0	252.0	0.0
MIP	../../instancesSurcharges/alpha0_1/Aleatoire/alea20_6_1.txt	20	6	2	Optimal	0.15094399452209473	AB	59.0	71.0	130.0	1.0	130.0	0.0
MIP	../../instancesSurcharges/alpha0_1/Aleatoire/alea20_6_2.txt	20	6	4	Optimal	0.5807881355285645	AB	117.0	140.0	257.0	1.0	257.0	0.0
MIP	../../instancesSurcharges/alpha0_1/Aleatoire/alea25_2_1.txt	25	2	2	Optimal	0.951768159866333	AB	83.0	98.0	181.0	1.0	181.0	0.0
MIP	../../instancesSurcharges/alpha0_1/Aleatoire/alea25_2_2.txt	25	2	5	Optimal	0.46541404724121094	AB	190.0	230.0	420.0	1.0	420.0	0.0
MIP	../../instancesSurcharges/alpha0_1/Aleatoire/alea25_5_1.txt	25	5	2	Optimal	0.7452609539031982	AB	51.0	64.0	115.0	1.0	115.0	0.0
MIP	../../instancesSurcharges/alpha0_1/Aleatoire/alea25_5_2.txt	25	5	5	Optimal	1.7707879543304443	AB	148.0	187.0	335.0	68.0	335.0	0.0
MIP	../../instancesSurcharges/alpha0_1/Aleatoire/alea25_8_1.txt	25	8	2	Optimal	0.11141204833984375	AB	52.0	74.0	126.0	1.0	126.0	0.0
MIP	../../instancesSurcharges/alpha0_1/Aleatoire/alea25_8_2.txt	25	8	5	Optimal	0.19857406616210938	AB	189.0	213.0	402.0	1.0	402.0	0.0
MIP	../../instancesSurcharges/alpha0_1/Aleatoire/alea30_10_1.txt	30	10	3	Optimal	0.36058688163757324	AB	69.0	89.0	158.0	1.0	158.0	0.0
MIP	../../instancesSurcharges/alpha0_1/Aleatoire/alea30_10_2.txt	30	10	6	Optimal	1.952967882156372	AB	152.0	206.0	358.0	54.0	358.0	0.0
MIP	../../instancesSurcharges/alpha0_1/Aleatoire/alea30_3_1.txt	30	3	3	Optimal	2.0174899101257324	AB	100.0	123.0	223.0	62.0	223.0	0.0
MIP	../../instancesSurcharges/alpha0_1/Aleatoire/alea30_3_2.txt	30	3	6	Optimal	2.99590802192688	AB	226.0	263.0	489.0	54.0	489.0	0.0
MIP	../../instancesSurcharges/alpha0_1/Aleatoire/alea30_6_1.txt	30	6	3	Optimal	11.100050926208496	AB	75.0	103.0	178.0	957.0	178.0	0.0
MIP	../../instancesSurcharges/alpha0_1/Aleatoire/alea30_6_2.txt	30	6	6	Optimal	2.9637651443481445	AB	150.0	196.0	346.0	71.0	346.0	0.0
MIP	../../instancesSurcharges/alpha0_1/Aleatoire/alea35_11_1.txt	35	11	3	Optimal	3.3033339977264404	AB	71.0	83.0	154.0	115.0	154.0	0.0
MIP	../../instancesSurcharges/alpha0_1/Aleatoire/alea35_11_2.txt	35	11	7	Optimal	22.34147310256958	AB	160.0	206.0	366.0	850.0	366.0	0.0
MIP	../../instancesSurcharges/alpha0_1/Aleatoire/alea35_3_1.txt	35	3	3	Optimal	3.3948159217834473	AB	108.0	131.0	239.0	85.0	239.0	0.0
MIP	../../instancesSurcharges/alpha0_1/Aleatoire/alea35_3_2.txt	35	3	7	Optimal	7.4136669635772705	AB	255.0	293.0	548.0	56.0	548.0	0.0
MIP	../../instancesSurcharges/alpha0_1/Aleatoire/alea35_7_1.txt	35	7	3	Optimal	43.27851390838623	AB	79.0	95.0	174.0	2218.0	174.0	0.0
MIP	../../instancesSurcharges/alpha0_1/Aleatoire/alea35_7_2.txt	35	7	7	Optimal	24.316154956817627	AB	196.0	231.0	427.0	1983.0	427.0	0.0
MIP	../../instancesSurcharges/alpha0_1/Aleatoire/alea40_13_1.txt	40	13	4	Optimal	15.388352155685425	AB	85.0	106.0	191.0	938.0	191.0	0.0
MIP	../../instancesSurcharges/alpha0_1/Aleatoire/alea40_13_2.txt	40	13	8	Optimal	20.065174102783203	AB	178.0	223.0	401.0	436.0	401.0	0.0
MIP	../../instancesSurcharges/alpha0_1/Aleatoire/alea40_4_1.txt	40	4	4	Optimal	10.590179920196533	AB	123.0	146.0	269.0	231.0	269.0	0.0
MIP	../../instancesSurcharges/alpha0_1/Aleatoire/alea40_4_2.txt	40	4	8	Optimal	20.480345010757446	AB	275.0	308.0	583.0	365.0	583.0	0.0
MIP	../../instancesSurcharges/alpha0_1/Aleatoire/alea40_8_1.txt	40	8	4	Optimal	24.75167202949524	AB	108.0	123.0	231.0	1269.0	231.0	0.0
