Instances	 nnodes	 p	 strates	 faisabilite	 temps	 fctObj	 As	 Bs	 As+Bs	 noeuds	 borne	 gap	 As_pmedian	 Bs_pmedian	 As+Bs_pmedian
../instancesSurcharges/alpha0_1/Aleatoire/alea40_8_1.txt	40	8	4	Optimal	25.42193603515625	AB	108.0	123.0	231.0	1239.0	231.0	0.0	56.78	98.4	155.18
../instancesSurcharges/alpha0_1/Aleatoire/alea40_8_2.txt	40	8	8	Optimal	31.39342498779297	AB	221.0	264.0	485.0	847.0	485.0	0.0	126.56	213.18	339.74
../instancesSurcharges/alpha0_1/Aleatoire/alea45_15_1.txt	45	15	4	Optimal	6.193547964096069	AB	90.0	109.0	199.0	135.0	199.0	0.0	56.85	90.75	147.6
../instancesSurcharges/alpha0_1/Aleatoire/alea45_15_2.txt	45	15	9	Optimal	6.446516990661621	AB	185.0	234.0	419.0	1.0	419.0	0.0	93.74	196.63	290.37
../instancesSurcharges/alpha0_1/Aleatoire/alea45_4_1.txt	45	4	4	Optimal	31.37849998474121	AB	121.0	145.0	266.0	745.0	266.0	0.0	82.52	119.68	202.2
../instancesSurcharges/alpha0_1/Aleatoire/alea45_4_2.txt	45	4	9	Optimal	34.969645977020264	AB	254.0	326.0	580.0	251.0	580.0	0.0	165.88	266.99	432.87
../instancesSurcharges/alpha0_1/Aleatoire/alea45_9_1.txt	45	9	4	Optimal	0.7047929763793945	AB	124.0	140.0	264.0	1.0	264.0	0.0	66.56	100.18	166.74
../instancesSurcharges/alpha0_1/Aleatoire/alea45_9_2.txt	45	9	9	Optimal	7.814894914627075	AB	231.0	269.0	500.0	1.0	500.0	0.0	133.82	227.99	361.81
../instancesSurcharges/alpha0_1/Aleatoire/alea50_10_1.txt	50	10	5	Optimal	243.9472360610962	AB	115.0	134.0	249.0	4902.0	249.0	0.0	65.67	111.48	177.15
../instancesSurcharges/alpha0_1/Aleatoire/alea50_10_2.txt	50	10	10	Optimal	314.0180399417877	AB	249.0	285.0	534.0	3442.0	534.0	0.0	136.08	242.76	378.84
../instancesSurcharges/alpha0_1/Aleatoire/alea50_16_1.txt	50	16	5	Optimal	24.355193853378296	AB	105.0	117.0	222.0	172.0	222.0	0.0	57.1	99.21	156.31
../instancesSurcharges/alpha0_1/Aleatoire/alea50_16_2.txt	50	16	10	Optimal	31.486304998397827	AB	216.0	257.0	473.0	404.0	473.0	0.0	115.72	213.48	329.2
../instancesSurcharges/alpha0_1/Aleatoire/alea50_5_1.txt	50	5	5	Optimal	109.59300684928894	AB	151.0	178.0	329.0	1479.0	329.0	0.0	94.62	141.83	236.45
../instancesSurcharges/alpha0_1/Aleatoire/alea50_5_2.txt	50	5	10	Optimal	269.8253870010376	AB	326.0	369.0	695.0	1702.0	695.0	0.0	208.81	300.92	509.73
