Instances	 nnodes	 p	 strates	 faisabilite	 temps	 fctObj	 As	 Bs	 As+Bs	 noeuds	 borne	 gap	 As_pmedian	 Bs_pmedian	 As+Bs_pmedian
../instancesSurcharges/alpha0_1/Aleatoire/alea20_2_1.txt	20	2	2	Optimal	0.05867481231689453	AB	90.0	105.0	195.0	1.0	195.0	0.0	51.82	80.78	132.6
../instancesSurcharges/alpha0_1/Aleatoire/alea20_2_2.txt	20	2	4	Optimal	0.18594002723693848	AB	133.0	184.0	317.0	1.0	317.0	0.0	76.27	148.05	224.32
../instancesSurcharges/alpha0_1/Aleatoire/alea20_4_1.txt	20	4	2	Optimal	0.49488306045532227	AB	62.0	72.0	134.0	8.0	134.0	0.0	32.18	56.16	88.34
../instancesSurcharges/alpha0_1/Aleatoire/alea20_4_2.txt	20	4	4	Optimal	1.2307798862457275	AB	104.0	148.0	252.0	45.0	252.0	0.0	49.7	107.91	157.61
../instancesSurcharges/alpha0_1/Aleatoire/alea20_6_1.txt	20	6	2	Optimal	0.11678791046142578	AB	59.0	71.0	130.0	1.0	130.0	0.0	31.62	55.09	86.71
../instancesSurcharges/alpha0_1/Aleatoire/alea20_6_2.txt	20	6	4	Optimal	0.4669790267944336	AB	117.0	140.0	257.0	1.0	257.0	0.0	69.03	110.18	179.21
../instancesSurcharges/alpha0_1/Aleatoire/alea25_2_1.txt	25	2	2	Optimal	0.7382040023803711	AB	78.0	103.0	181.0	1.0	181.0	0.0	45.46	71.46	116.92
../instancesSurcharges/alpha0_1/Aleatoire/alea25_2_2.txt	25	2	5	Optimal	0.37168192863464355	AB	190.0	230.0	420.0	1.0	420.0	0.0	110.12	169.93	280.05
../instancesSurcharges/alpha0_1/Aleatoire/alea25_5_1.txt	25	5	2	Optimal	0.6085200309753418	AB	51.0	64.0	115.0	1.0	115.0	0.0	31.21	55.47	86.68
../instancesSurcharges/alpha0_1/Aleatoire/alea25_5_2.txt	25	5	5	Optimal	2.354043960571289	AB	148.0	187.0	335.0	102.0	335.0	0.0	87.18	149.5	236.68
../instancesSurcharges/alpha0_1/Aleatoire/alea25_8_1.txt	25	8	2	Optimal	0.07983684539794922	AB	52.0	74.0	126.0	1.0	126.0	0.0	26.01	55.58	81.59
../instancesSurcharges/alpha0_1/Aleatoire/alea25_8_2.txt	25	8	5	Optimal	0.18468117713928223	AB	189.0	213.0	402.0	1.0	402.0	0.0	103.56	158.01	261.57
../instancesSurcharges/alpha0_1/Aleatoire/alea30_10_1.txt	30	10	3	Optimal	0.3018379211425781	AB	69.0	89.0	158.0	1.0	158.0	0.0	34.86	71.6	106.46
../instancesSurcharges/alpha0_1/Aleatoire/alea30_10_2.txt	30	10	6	Optimal	2.866668939590454	AB	152.0	206.0	358.0	34.0	358.0	0.0	85.36	162.94	248.3
../instancesSurcharges/alpha0_1/Aleatoire/alea30_3_1.txt	30	3	3	Optimal	3.361870765686035	AB	100.0	123.0	223.0	112.0	223.0	0.0	60.7	99.6	160.3
../instancesSurcharges/alpha0_1/Aleatoire/alea30_3_2.txt	30	3	6	Optimal	2.929058074951172	AB	226.0	263.0	489.0	63.0	489.0	0.0	135.19	204.32	339.51
../instancesSurcharges/alpha0_1/Aleatoire/alea30_6_1.txt	30	6	3	Optimal	12.034769058227539	AB	75.0	103.0	178.0	1217.0	178.0	0.0	38.95	80.21	119.16
../instancesSurcharges/alpha0_1/Aleatoire/alea30_6_2.txt	30	6	6	Optimal	6.582195043563843	AB	157.0	189.0	346.0	189.0	346.0	0.0	86.22	150.32	236.54
../instancesSurcharges/alpha0_1/Aleatoire/alea35_11_1.txt	35	11	3	Optimal	3.902862071990967	AB	71.0	83.0	154.0	196.0	154.0	0.0	39.53	68.33	107.86
../instancesSurcharges/alpha0_1/Aleatoire/alea35_11_2.txt	35	11	7	Optimal	22.34768795967102	AB	160.0	206.0	366.0	833.0	366.0	0.0	86.47	168.46	254.93
../instancesSurcharges/alpha0_1/Aleatoire/alea35_3_1.txt	35	3	3	Optimal	6.139655113220215	AB	108.0	131.0	239.0	228.0	239.0	0.0	72.67	104.05	176.72
../instancesSurcharges/alpha0_1/Aleatoire/alea35_3_2.txt	35	3	7	Optimal	12.09470796585083	AB	255.0	293.0	548.0	41.0	548.0	0.0	155.4	211.52	366.92
../instancesSurcharges/alpha0_1/Aleatoire/alea35_7_1.txt	35	7	3	Optimal	33.9159951210022	AB	79.0	95.0	174.0	1795.0	174.0	0.0	48.72	80.45	129.17
../instancesSurcharges/alpha0_1/Aleatoire/alea35_7_2.txt	35	7	7	Optimal	19.299567937850952	AB	196.0	231.0	427.0	545.0	427.0	0.0	114.86	192.82	307.68
../instancesSurcharges/alpha0_1/Aleatoire/alea40_13_1.txt	40	13	4	Optimal	10.594803094863892	AB	86.0	105.0	191.0	355.0	191.0	0.0	50.54	87.8	138.34
../instancesSurcharges/alpha0_1/Aleatoire/alea40_13_2.txt	40	13	8	Optimal	19.693249940872192	AB	178.0	223.0	401.0	463.0	401.0	0.0	109.09	182.29	291.38
../instancesSurcharges/alpha0_1/Aleatoire/alea40_4_1.txt	40	4	4	Optimal	12.30644702911377	AB	123.0	146.0	269.0	368.0	269.0	0.0	78.83	119.2	198.03
../instancesSurcharges/alpha0_1/Aleatoire/alea40_4_2.txt	40	4	8	Optimal	22.72051191329956	AB	275.0	308.0	583.0	146.0	583.0	0.0	173.4	247.3	420.7
