Instances	 nnodes	 p	 strates	 faisabilite	 temps	 fctObj	 As	 Bs	 As+Bs	 noeuds	 borne	 gap
MIP	../../instancesSurcharges/alpha0_1/Beasley/p10_1.txt	50	5	3	Optimal	175.20468401908875	AB	104.0	157.0	261.0	1976.0	261.0	0.0
MIP	../../instancesSurcharges/alpha0_1/Beasley/p10_2.txt	50	5	5	Optimal	304.8717129230499	AB	212.0	244.0	456.0	4333.0	456.0	0.0
MIP	../../instancesSurcharges/alpha0_1/Beasley/p10_3.txt	50	5	10	Optimal	352.09477496147156	AB	410.0	676.0	1086.0	114.0	1086.0	0.0
MIP	../../instancesSurcharges/alpha0_1/Beasley/p10_4.txt	50	5	15	Optimal	1497.0679740905762	AB	539.0	804.0	1343.0	771.0	1343.0	0.0
MIP	../../instancesSurcharges/alpha0_1/Beasley/p10_5.txt	50	5	20	TimeLimit	3600.048238992691	AB	775.0	1265.0	2040.0	418.0	1804.0	0.11568627450980393
MIP	../../instancesSurcharges/alpha0_1/Beasley/p11_1.txt	100	10	3	TimeLimit	3600.0267989635468	AB	72.0	106.0	178.0	354.0	158.0	0.11235955056179775
MIP	../../instancesSurcharges/alpha0_1/Beasley/p11_2.txt	100	10	5	TimeLimit	3600.0228168964386	AB	120.0	180.0	300.0	62.0	257.0	0.14333333333333334
MIP	../../instancesSurcharges/alpha0_1/Beasley/p11_3.txt	100	10	10	TimeLimit	3600.697767972946	AB	284.0	398.0	682.0	188.0	568.0	0.16715542521994134
MIP	../../instancesSurcharges/alpha0_1/Beasley/p11_4.txt	100	10	15	TimeLimit	3600.1329050064087	AB	690.0	923.0	1613.0	1.0	842.0	0.47799132052076876
MIP	../../instancesSurcharges/alpha0_1/Beasley/p11_5.txt	100	10	20	TimeLimit	3600.2009971141815	AB	580.0	835.0	1415.0	11.0	1107.0	0.2176678445229682
MIP	../../instancesSurcharges/alpha0_1/Beasley/p12_1.txt	100	10	3	TimeLimit	3600.0478360652924	AB	78.0	107.0	185.0	380.0	156.0	0.15675675675675677
MIP	../../instancesSurcharges/alpha0_1/Beasley/p12_2.txt	100	10	5	TimeLimit	3600.2400999069214	AB	131.0	199.0	330.0	299.0	278.0	0.15757575757575756
MIP	../../instancesSurcharges/alpha0_1/Beasley/p12_3.txt	100	10	10	TimeLimit	3600.081314086914	AB	258.0	375.0	633.0	117.0	544.0	0.1406003159557662
MIP	../../instancesSurcharges/alpha0_1/Beasley/p12_4.txt	100	10	15	TimeLimit	3600.1858580112457	AB	397.0	617.0	1014.0	301.0	907.0	0.10552268244575937
MIP	../../instancesSurcharges/alpha0_1/Beasley/p13_1.txt	100	10	3	TimeLimit	3600.063865184784	AB	83.0	98.0	181.0	630.0	169.0	0.06629834254143646
