Instances	 nnodes	 p	 strates	 faisabilite	 temps	 fctObj	 As	 Bs	 As+Bs	 noeuds	 borne	 gap
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea20_2_1.txt	20	2	2	Optimal	0.04308009147644043	A	86.0	109.0	195.0	1.0	86.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea20_2_2.txt	20	2	4	Optimal	0.276932954788208	A	133.0	184.0	317.0	1.0	133.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea20_4_1.txt	20	4	2	Optimal	0.05610299110412598	A	58.0	114.0	172.0	1.0	58.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea20_4_2.txt	20	4	4	Optimal	0.5774190425872803	A	104.0	188.0	292.0	8.0	104.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea20_6_1.txt	20	6	2	Optimal	0.03333687782287598	A	56.0	106.0	162.0	1.0	56.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea20_6_2.txt	20	6	4	Optimal	0.15421485900878906	A	114.0	229.0	343.0	1.0	114.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea25_2_1.txt	25	2	2	Optimal	0.6909358501434326	A	75.0	110.0	185.0	28.0	75.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea25_2_2.txt	25	2	5	Optimal	0.2008678913116455	A	185.0	261.0	446.0	1.0	185.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea25_5_1.txt	25	5	2	Optimal	0.22621417045593262	A	48.0	109.0	157.0	8.0	48.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea25_5_2.txt	25	5	5	Optimal	0.852665901184082	A	147.0	274.0	421.0	28.0	147.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea25_8_1.txt	25	8	2	Optimal	0.08786797523498535	A	52.0	92.0	144.0	1.0	52.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea25_8_2.txt	25	8	5	Optimal	0.15401506423950195	A	187.0	256.0	443.0	1.0	187.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea30_10_1.txt	30	10	3	Optimal	0.13985395431518555	A	66.0	140.0	206.0	1.0	66.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea30_10_2.txt	30	10	6	Optimal	0.3338770866394043	A	145.0	314.0	459.0	1.0	145.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea30_3_1.txt	30	3	3	Optimal	1.3149340152740479	A	99.0	148.0	247.0	40.0	99.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea30_3_2.txt	30	3	6	Optimal	1.7309470176696777	A	219.0	300.0	519.0	19.0	219.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea30_6_1.txt	30	6	3	Optimal	2.9833898544311523	A	75.0	131.0	206.0	330.0	75.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea30_6_2.txt	30	6	6	Optimal	1.6094319820404053	A	148.0	286.0	434.0	41.0	148.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea35_11_1.txt	35	11	3	Optimal	1.0652949810028076	A	68.0	155.0	223.0	1.0	68.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea35_11_2.txt	35	11	7	Optimal	10.666682004928589	A	158.0	346.0	504.0	691.0	158.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea35_3_1.txt	35	3	3	Optimal	1.913250207901001	A	105.0	156.0	261.0	53.0	105.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea35_3_2.txt	35	3	7	Optimal	4.055927991867065	A	251.0	383.0	634.0	54.0	251.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea35_7_1.txt	35	7	3	Optimal	11.60512399673462	A	77.0	153.0	230.0	1516.0	77.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea35_7_2.txt	35	7	7	Optimal	11.578744888305664	A	192.0	335.0	527.0	473.0	192.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea40_13_1.txt	40	13	4	Optimal	1.0205340385437012	A	83.0	197.0	280.0	5.0	83.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea40_13_2.txt	40	13	8	Optimal	13.077302932739258	A	178.0	360.0	538.0	589.0	178.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea40_4_1.txt	40	4	4	Optimal	5.815010070800781	A	117.0	199.0	316.0	178.0	117.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea40_4_2.txt	40	4	8	Optimal	15.364486932754517	A	264.0	418.0	682.0	312.0	264.0	0.0
