Instances	 nnodes	 p	 strates	 faisabilite	 temps	 fctObj	 As	 Bs	 As+Bs	 noeuds	 borne	 gap
MIP	../../instancesSurcharges/alpha0_3/Beasley/p10_1.txt	50	5	3	Optimal	19.66977310180664	A	92.0	309.0	401.0	145.0	92.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p10_2.txt	50	5	5	Optimal	71.17526316642761	A	177.0	474.0	651.0	689.0	177.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p10_3.txt	50	5	10	Optimal	16.390899896621704	A	355.0	975.0	1330.0	37.0	355.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p10_4.txt	50	5	15	Optimal	189.7418339252472	A	536.0	1297.0	1833.0	262.0	536.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p10_5.txt	50	5	20	Optimal	707.8758587837219	A	748.0	2069.0	2817.0	580.0	748.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p11_1.txt	100	10	3	Optimal	32.52657389640808	A	62.0	302.0	364.0	21.0	62.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p11_2.txt	100	10	5	TimeLimit	3600.0143678188324	A	114.0	506.0	620.0	3286.0	106.0	0.07017543859649122
MIP	../../instancesSurcharges/alpha0_3/Beasley/p11_3.txt	100	10	10	TimeLimit	3600.018264770508	A	280.0	1108.0	1388.0	808.0	222.0	0.20714285714285716
MIP	../../instancesSurcharges/alpha0_3/Beasley/p11_4.txt	100	10	15	TimeLimit	3600.0361540317535	A	397.0	1497.0	1894.0	684.0	329.0	0.1712846347607053
MIP	../../instancesSurcharges/alpha0_3/Beasley/p11_5.txt	100	10	20	TimeLimit	3600.596034049988	A	512.0	2048.0	2560.0	683.0	435.0	0.150390625
MIP	../../instancesSurcharges/alpha0_3/Beasley/p12_1.txt	100	10	3	Optimal	177.21532487869263	A	65.0	306.0	371.0	1094.0	65.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p12_2.txt	100	10	5	TimeLimit	3600.015720129013	A	121.0	539.0	660.0	5784.0	112.0	0.0743801652892562
MIP	../../instancesSurcharges/alpha0_3/Beasley/p12_3.txt	100	10	10	TimeLimit	3600.028685092926	A	239.0	1071.0	1310.0	2448.0	224.0	0.06276150627615062
MIP	../../instancesSurcharges/alpha0_3/Beasley/p12_4.txt	100	10	15	TimeLimit	3600.0313470363617	A	395.0	1702.0	2097.0	969.0	367.0	0.07088607594936709
MIP	../../instancesSurcharges/alpha0_3/Beasley/p12_5.txt	100	10	20	TimeLimit	3600.0738661289215	A	553.0	1948.0	2501.0	451.0	478.0	0.13562386980108498
MIP	../../instancesSurcharges/alpha0_3/Beasley/p13_1.txt	100	10	3	Optimal	463.17047095298767	A	72.0	314.0	386.0	1011.0	72.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p13_2.txt	100	10	5	TimeLimit	3600.012979030609	A	116.0	535.0	651.0	3820.0	107.0	0.07758620689655173
MIP	../../instancesSurcharges/alpha0_3/Beasley/p13_3.txt	100	10	10	TimeLimit	3600.064577817917	A	263.0	1255.0	1518.0	2334.0	230.0	0.12547528517110265
MIP	../../instancesSurcharges/alpha0_3/Beasley/p13_4.txt	100	10	15	TimeLimit	3600.0292489528656	A	395.0	1592.0	1987.0	889.0	343.0	0.13164556962025317
MIP	../../instancesSurcharges/alpha0_3/Beasley/p13_5.txt	100	10	20	TimeLimit	3600.10582113266	A	530.0	2003.0	2533.0	705.0	472.0	0.10943396226415095
MIP	../../instancesSurcharges/alpha0_3/Beasley/p14_1.txt	100	10	3	Optimal	2875.7700369358063	A	69.0	342.0	411.0	20711.0	69.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p14_2.txt	100	10	5	TimeLimit	3600.0094859600067	A	120.0	554.0	674.0	7788.0	108.0	0.1
MIP	../../instancesSurcharges/alpha0_3/Beasley/p14_3.txt	100	10	10	TimeLimit	3600.065710067749	A	259.0	1050.0	1309.0	2486.0	245.0	0.05405405405405406
MIP	../../instancesSurcharges/alpha0_3/Beasley/p14_4.txt	100	10	15	TimeLimit	3600.0174391269684	A	380.0	1481.0	1861.0	1239.0	343.0	0.09736842105263158
MIP	../../instancesSurcharges/alpha0_3/Beasley/p14_5.txt	100	10	20	TimeLimit	3600.0499901771545	A	542.0	2084.0	2626.0	378.0	492.0	0.09225092250922509
MIP	../../instancesSurcharges/alpha0_3/Beasley/p15_1.txt	100	10	3	Optimal	3398.363256216049	A	69.0	317.0	386.0	15047.0	69.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p15_2.txt	100	10	5	TimeLimit	3600.063367128372	A	120.0	539.0	659.0	6572.0	114.0	0.05
MIP	../../instancesSurcharges/alpha0_3/Beasley/p15_3.txt	100	10	10	TimeLimit	3600.0207209587097	A	243.0	1031.0	1274.0	3298.0	218.0	0.102880658436214
MIP	../../instancesSurcharges/alpha0_3/Beasley/p15_4.txt	100	10	15	TimeLimit	3600.021763086319	A	373.0	1620.0	1993.0	1754.0	340.0	0.08847184986595175
MIP	../../instancesSurcharges/alpha0_3/Beasley/p15_5.txt	100	10	20	TimeLimit	3600.136445045471	A	582.0	2062.0	2644.0	698.0	486.0	0.16494845360824742
MIP	../../instancesSurcharges/alpha0_3/Beasley/p16_1.txt	100	10	3	Optimal	161.30751585960388	A	66.0	294.0	360.0	226.0	66.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p16_2.txt	100	10	5	TimeLimit	3600.0069930553436	A	110.0	529.0	639.0	4692.0	100.0	0.09090909090909091
MIP	../../instancesSurcharges/alpha0_3/Beasley/p16_3.txt	100	10	10	TimeLimit	3600.0191040039062	A	256.0	960.0	1216.0	2575.0	240.0	0.0625
MIP	../../instancesSurcharges/alpha0_3/Beasley/p16_4.txt	100	10	15	TimeLimit	3600.016099214554	A	391.0	1588.0	1979.0	831.0	344.0	0.12020460358056266
MIP	../../instancesSurcharges/alpha0_3/Beasley/p16_5.txt	100	10	20	TimeLimit	3600.0264880657196	A	549.0	1952.0	2501.0	407.0	446.0	0.18761384335154827
MIP	../../instancesSurcharges/alpha0_3/Beasley/p17_1.txt	100	10	3	Optimal	499.3723440170288	A	66.0	351.0	417.0	1655.0	66.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p17_2.txt	100	10	5	TimeLimit	3600.0089230537415	A	116.0	529.0	645.0	4836.0	100.0	0.13793103448275862
MIP	../../instancesSurcharges/alpha0_3/Beasley/p17_3.txt	100	10	10	TimeLimit	3600.0772700309753	A	257.0	1082.0	1339.0	2662.0	244.0	0.05058365758754864
MIP	../../instancesSurcharges/alpha0_3/Beasley/p17_4.txt	100	10	15	TimeLimit	3600.0267810821533	A	393.0	1557.0	1950.0	1861.0	386.0	0.017811704834605598
MIP	../../instancesSurcharges/alpha0_3/Beasley/p17_5.txt	100	10	20	TimeLimit	3601.0088198184967	A	515.0	2228.0	2743.0	869.0	446.0	0.13398058252427184
MIP	../../instancesSurcharges/alpha0_3/Beasley/p18_1.txt	100	10	3	TimeLimit	3600.0046861171722	A	71.0	311.0	382.0	19562.0	65.0	0.08450704225352113
MIP	../../instancesSurcharges/alpha0_3/Beasley/p18_2.txt	100	10	5	TimeLimit	3600.020320892334	A	125.0	589.0	714.0	5171.0	108.0	0.136
MIP	../../instancesSurcharges/alpha0_3/Beasley/p18_3.txt	100	10	10	TimeLimit	3600.016165971756	A	250.0	1113.0	1363.0	3538.0	217.0	0.132
MIP	../../instancesSurcharges/alpha0_3/Beasley/p18_4.txt	100	10	15	TimeLimit	3600.0160710811615	A	361.0	1584.0	1945.0	2086.0	337.0	0.0664819944598338
MIP	../../instancesSurcharges/alpha0_3/Beasley/p18_5.txt	100	10	20	TimeLimit	3600.0202629566193	A	508.0	2279.0	2787.0	908.0	451.0	0.11220472440944881
MIP	../../instancesSurcharges/alpha0_3/Beasley/p19_1.txt	100	10	3	Optimal	58.33974599838257	A	66.0	307.0	373.0	33.0	66.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p19_2.txt	100	10	5	TimeLimit	3600.0638480186462	A	114.0	539.0	653.0	4486.0	107.0	0.06140350877192982
MIP	../../instancesSurcharges/alpha0_3/Beasley/p19_3.txt	100	10	10	TimeLimit	3600.0100948810577	A	257.0	959.0	1216.0	2691.0	228.0	0.11284046692607004
MIP	../../instancesSurcharges/alpha0_3/Beasley/p19_4.txt	100	10	15	TimeLimit	3600.015981197357	A	365.0	1583.0	1948.0	2096.0	344.0	0.057534246575342465
MIP	../../instancesSurcharges/alpha0_3/Beasley/p19_5.txt	100	10	20	TimeLimit	3600.028336048126	A	486.0	2039.0	2525.0	822.0	439.0	0.09670781893004116
MIP	../../instancesSurcharges/alpha0_3/Beasley/p1_1.txt	50	5	3	Optimal	41.68711996078491	A	100.0	315.0	415.0	1015.0	100.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p1_2.txt	50	5	5	Optimal	24.539472103118896	A	168.0	477.0	645.0	342.0	168.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p1_3.txt	50	5	10	Optimal	44.185264110565186	A	399.0	1168.0	1567.0	365.0	399.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p1_4.txt	50	5	15	Optimal	71.70884704589844	A	537.0	1703.0	2240.0	250.0	537.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p1_5.txt	50	5	20	Optimal	254.56001996994019	A	666.0	1836.0	2502.0	342.0	666.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p20_1.txt	100	10	3	TimeLimit	3600.00634098053	A	69.0	323.0	392.0	23613.0	59.0	0.14492753623188406
MIP	../../instancesSurcharges/alpha0_3/Beasley/p20_2.txt	100	10	5	Optimal	2732.8472158908844	A	103.0	556.0	659.0	5370.0	103.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p20_3.txt	100	10	10	TimeLimit	3600.012032032013	A	224.0	1028.0	1252.0	3389.0	206.0	0.08035714285714286
MIP	../../instancesSurcharges/alpha0_3/Beasley/p20_4.txt	100	10	15	TimeLimit	3600.0268490314484	A	350.0	1632.0	1982.0	1968.0	338.0	0.03428571428571429
MIP	../../instancesSurcharges/alpha0_3/Beasley/p20_5.txt	100	10	20	TimeLimit	3600.1125230789185	A	487.0	2096.0	2583.0	848.0	434.0	0.10882956878850103
MIP	../../instancesSurcharges/alpha0_3/Beasley/p2_1.txt	50	5	3	Optimal	17.63627600669861	A	98.0	280.0	378.0	293.0	98.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p2_2.txt	50	5	5	Optimal	60.58308792114258	A	178.0	490.0	668.0	737.0	178.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p2_3.txt	50	5	10	Optimal	18.363252878189087	A	366.0	938.0	1304.0	159.0	366.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p2_4.txt	50	5	15	Optimal	60.3721489906311	A	538.0	1458.0	1996.0	122.0	538.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p2_5.txt	50	5	20	Optimal	336.7385778427124	A	664.0	1943.0	2607.0	674.0	664.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p3_1.txt	50	5	3	Optimal	5.9554548263549805	A	100.0	295.0	395.0	84.0	100.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p3_2.txt	50	5	5	Optimal	38.66032886505127	A	178.0	510.0	688.0	730.0	178.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p3_3.txt	50	5	10	Optimal	19.451359033584595	A	425.0	1000.0	1425.0	96.0	425.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p3_4.txt	50	5	15	Optimal	29.73113703727722	A	466.0	1495.0	1961.0	84.0	466.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p3_5.txt	50	5	20	Optimal	471.5852937698364	A	713.0	1777.0	2490.0	1305.0	713.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p4_1.txt	50	5	3	Optimal	8.210843086242676	A	101.0	315.0	416.0	44.0	101.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p4_2.txt	50	5	5	Optimal	13.93624997138977	A	158.0	489.0	647.0	172.0	158.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p4_3.txt	50	5	10	Optimal	33.95152401924133	A	419.0	868.0	1287.0	183.0	419.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p4_4.txt	50	5	15	Optimal	55.49933385848999	A	521.0	1630.0	2151.0	145.0	521.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p4_5.txt	50	5	20	Optimal	181.45262694358826	A	739.0	1812.0	2551.0	400.0	739.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p5_1.txt	50	5	3	Optimal	12.44338321685791	A	89.0	278.0	367.0	212.0	89.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p5_2.txt	50	5	5	Optimal	19.53430414199829	A	148.0	531.0	679.0	142.0	148.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p5_3.txt	50	5	10	Optimal	21.632397890090942	A	362.0	981.0	1343.0	117.0	362.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p5_4.txt	50	5	15	Optimal	49.4470911026001	A	467.0	1593.0	2060.0	117.0	467.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p5_5.txt	50	5	20	Optimal	343.6559011936188	A	627.0	1739.0	2366.0	3272.0	627.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p6_1.txt	50	5	3	Optimal	13.56862998008728	A	102.0	305.0	407.0	132.0	102.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p6_2.txt	50	5	5	Optimal	32.150352001190186	A	167.0	471.0	638.0	391.0	167.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p6_3.txt	50	5	10	Optimal	28.728754997253418	A	380.0	868.0	1248.0	119.0	380.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p6_4.txt	50	5	15	Optimal	109.4835250377655	A	529.0	1484.0	2013.0	437.0	529.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p6_5.txt	50	5	20	Optimal	149.12547206878662	A	666.0	1874.0	2540.0	296.0	666.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p7_1.txt	50	5	3	Optimal	16.820254802703857	A	101.0	310.0	411.0	266.0	101.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p7_2.txt	50	5	5	Optimal	11.85695505142212	A	158.0	448.0	606.0	41.0	158.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p7_3.txt	50	5	10	Optimal	25.417157888412476	A	392.0	940.0	1332.0	132.0	392.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p7_4.txt	50	5	15	Optimal	50.88943600654602	A	512.0	1301.0	1813.0	677.0	512.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Beasley/p7_5.txt	50	5	20	Optimal	121.88161706924438	A	713.0	1839.0	2552.0	106.0	713.0	0.0
