Instances	 nnodes	 p	 strates	 faisabilite	 temps	 fctObj	 As	 Bs	 As+Bs	 noeuds	 borne	 gap	 As_pmedian	 Bs_pmedian	 As+Bs_pmedian
../instancesSurcharges/alpha0_3/Aleatoire/alea20_2_1.txt	20	2	2	Optimal	0.056221961975097656	A	86.0	109.0	195.0	1.0	86.0	0.0	43.3	75.51	118.81
../instancesSurcharges/alpha0_3/Aleatoire/alea20_2_2.txt	20	2	4	Optimal	0.26362013816833496	A	133.0	184.0	317.0	1.0	133.0	0.0	76.27	148.05	224.32
../instancesSurcharges/alpha0_3/Aleatoire/alea20_4_1.txt	20	4	2	Optimal	0.07175588607788086	A	58.0	114.0	172.0	1.0	58.0	0.0	32.68	79.45	112.13
../instancesSurcharges/alpha0_3/Aleatoire/alea20_4_2.txt	20	4	4	Optimal	1.2471041679382324	A	104.0	188.0	292.0	1.0	104.0	0.0	49.89	131.12	181.01
../instancesSurcharges/alpha0_3/Aleatoire/alea20_6_1.txt	20	6	2	Optimal	0.04241514205932617	A	56.0	106.0	162.0	1.0	56.0	0.0	31.02	69.13	100.15
../instancesSurcharges/alpha0_3/Aleatoire/alea20_6_2.txt	20	6	4	Optimal	0.2483670711517334	A	114.0	234.0	348.0	1.0	114.0	0.0	59.34	164.49	223.83
../instancesSurcharges/alpha0_3/Aleatoire/alea25_2_1.txt	25	2	2	Optimal	1.9845330715179443	A	75.0	110.0	185.0	35.0	75.0	0.0	49.38	79.96	129.34
../instancesSurcharges/alpha0_3/Aleatoire/alea25_2_2.txt	25	2	5	Optimal	0.25481581687927246	A	185.0	261.0	446.0	1.0	185.0	0.0	106.65	176.84	283.49
../instancesSurcharges/alpha0_3/Aleatoire/alea25_5_1.txt	25	5	2	Optimal	0.3548860549926758	A	48.0	109.0	157.0	5.0	48.0	0.0	32.22	80.98	113.2
../instancesSurcharges/alpha0_3/Aleatoire/alea25_5_2.txt	25	5	5	Optimal	1.5450799465179443	A	147.0	274.0	421.0	80.0	147.0	0.0	94.05	193.74	287.79
../instancesSurcharges/alpha0_3/Aleatoire/alea25_8_1.txt	25	8	2	Optimal	0.07475781440734863	A	52.0	92.0	144.0	1.0	52.0	0.0	27.83	62.12	89.95
../instancesSurcharges/alpha0_3/Aleatoire/alea25_8_2.txt	25	8	5	Optimal	0.2851707935333252	A	187.0	281.0	468.0	1.0	187.0	0.0	101.51	167.04	268.55
../instancesSurcharges/alpha0_3/Aleatoire/alea30_10_1.txt	30	10	3	Optimal	0.1544499397277832	A	66.0	139.0	205.0	1.0	66.0	0.0	32.06	83.82	115.88
../instancesSurcharges/alpha0_3/Aleatoire/alea30_10_2.txt	30	10	6	Optimal	0.4336419105529785	A	145.0	321.0	466.0	1.0	145.0	0.0	82.31	206.34	288.65
../instancesSurcharges/alpha0_3/Aleatoire/alea30_3_1.txt	30	3	3	Optimal	2.5289230346679688	A	99.0	149.0	248.0	203.0	99.0	0.0	59.48	96.93	156.41
../instancesSurcharges/alpha0_3/Aleatoire/alea30_3_2.txt	30	3	6	Optimal	2.225713014602661	A	219.0	299.0	518.0	67.0	219.0	0.0	130.19	213.46	343.65
../instancesSurcharges/alpha0_3/Aleatoire/alea30_6_1.txt	30	6	3	Optimal	5.0653510093688965	A	75.0	136.0	211.0	434.0	75.0	0.0	41.39	101.45	142.84
../instancesSurcharges/alpha0_3/Aleatoire/alea30_6_2.txt	30	6	6	Optimal	3.848052978515625	A	148.0	283.0	431.0	53.0	148.0	0.0	84.72	207.52	292.24
../instancesSurcharges/alpha0_3/Aleatoire/alea35_11_1.txt	35	11	3	Optimal	0.864454984664917	A	68.0	156.0	224.0	6.0	68.0	0.0	46.53	115.92	162.45
../instancesSurcharges/alpha0_3/Aleatoire/alea35_11_2.txt	35	11	7	Optimal	19.644740104675293	A	158.0	331.0	489.0	1471.0	158.0	0.0	88.04	232.31	320.35
../instancesSurcharges/alpha0_3/Aleatoire/alea35_3_1.txt	35	3	3	Optimal	3.1820459365844727	A	105.0	156.0	261.0	163.0	105.0	0.0	69.56	103.83	173.39
