Instances	 nnodes	 p	 strates	 faisabilite	 temps	 fctObj	 As	 Bs	 As+Bs	 noeuds	 borne	 gap
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea20_2_1.txt	20	2	2	Optimal	0.0704808235168457	B	99.0	104.0	203.0	1.0	104.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea20_2_2.txt	20	2	4	Optimal	0.5103428363800049	B	133.0	184.0	317.0	1.0	184.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea20_4_1.txt	20	4	2	Optimal	0.32247400283813477	B	62.0	72.0	134.0	1.0	72.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea20_4_2.txt	20	4	4	Optimal	1.6828300952911377	B	132.0	144.0	276.0	242.0	144.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea20_6_1.txt	20	6	2	Optimal	0.04173707962036133	B	60.0	71.0	131.0	1.0	71.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea20_6_2.txt	20	6	4	Optimal	0.46294403076171875	B	130.0	136.0	266.0	1.0	136.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea25_2_1.txt	25	2	2	Optimal	0.8939290046691895	B	83.0	98.0	181.0	45.0	98.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea25_2_2.txt	25	2	5	Optimal	0.3949120044708252	B	190.0	230.0	420.0	1.0	230.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea25_5_1.txt	25	5	2	Optimal	0.12486100196838379	B	63.0	64.0	127.0	1.0	64.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea25_5_2.txt	25	5	5	Optimal	3.2292580604553223	B	175.0	184.0	359.0	915.0	184.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea25_8_1.txt	25	8	2	Optimal	0.07309198379516602	B	58.0	74.0	132.0	1.0	74.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea25_8_2.txt	25	8	5	Optimal	0.16887617111206055	B	202.0	211.0	413.0	1.0	211.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea30_10_1.txt	30	10	3	Optimal	0.21046090126037598	B	84.0	89.0	173.0	1.0	89.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea30_10_2.txt	30	10	6	Optimal	1.6058318614959717	B	187.0	201.0	388.0	60.0	201.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea30_3_1.txt	30	3	3	Optimal	1.6450831890106201	B	113.0	118.0	231.0	167.0	118.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea30_3_2.txt	30	3	6	Optimal	1.9042761325836182	B	236.0	259.0	495.0	30.0	259.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea30_6_1.txt	30	6	3	Optimal	5.572345972061157	B	88.0	95.0	183.0	506.0	95.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea30_6_2.txt	30	6	6	Optimal	2.856642007827759	B	160.0	189.0	349.0	109.0	189.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea35_11_1.txt	35	11	3	Optimal	3.01529598236084	B	77.0	82.0	159.0	151.0	82.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea35_11_2.txt	35	11	7	Optimal	105.02585697174072	B	196.0	203.0	399.0	5283.0	203.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea35_3_1.txt	35	3	3	Optimal	6.16730809211731	B	114.0	128.0	242.0	448.0	128.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea35_3_2.txt	35	3	7	Optimal	6.462551832199097	B	255.0	293.0	548.0	211.0	293.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea35_7_1.txt	35	7	3	Optimal	33.5553240776062	B	85.0	93.0	178.0	1884.0	93.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea35_7_2.txt	35	7	7	Optimal	66.5199248790741	B	207.0	226.0	433.0	2032.0	226.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea40_13_1.txt	40	13	4	Optimal	2.833872079849243	B	96.0	102.0	198.0	68.0	102.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea40_13_2.txt	40	13	8	Optimal	6.127962112426758	B	202.0	214.0	416.0	55.0	214.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea40_4_1.txt	40	4	4	Optimal	34.40664482116699	B	130.0	144.0	274.0	1381.0	144.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea40_4_2.txt	40	4	8	Optimal	25.83721899986267	B	304.0	308.0	612.0	457.0	308.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea40_8_1.txt	40	8	4	Optimal	16.144556045532227	B	111.0	123.0	234.0	664.0	123.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea40_8_2.txt	40	8	8	Optimal	120.76938319206238	B	241.0	257.0	498.0	1961.0	257.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea45_15_1.txt	45	15	4	Optimal	6.1002891063690186	B	107.0	108.0	215.0	1.0	108.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea45_15_2.txt	45	15	9	Optimal	13.836618185043335	B	210.0	234.0	444.0	1.0	234.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea45_4_1.txt	45	4	4	Optimal	46.09717512130737	B	127.0	140.0	267.0	2401.0	140.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea45_4_2.txt	45	4	9	Optimal	83.93505620956421	B	286.0	308.0	594.0	1266.0	308.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea45_9_1.txt	45	9	4	Optimal	1.2725160121917725	B	135.0	140.0	275.0	1.0	140.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea45_9_2.txt	45	9	9	Optimal	6.427060842514038	B	243.0	266.0	509.0	1.0	266.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea50_10_1.txt	50	10	5	Optimal	146.4391748905182	B	124.0	128.0	252.0	1945.0	128.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea50_10_2.txt	50	10	10	Optimal	2857.61021900177	B	267.0	282.0	549.0	19257.0	282.0	0.0
MIP	../../instancesSurcharges/alpha0_3/Aleatoire/alea50_16_1.txt	50	16	5	Optimal	9.922071933746338	B	113.0	117.0	230.0	153.0	117.0	0.0
