instancesSurcharges/alpha0_3/Aleatoire/alea20_2_1.txt	20	2	2	2	0.0045659542083740234	AB	172.2830188679245	172.2830188679245	182.0	182.0
instancesSurcharges/alpha0_3/Aleatoire/alea20_2_2.txt	20	2	4	2	0.0054700374603271484	AB	244.68749962991703	244.68749962991703	246.3505523799419	246.3505523799419
instancesSurcharges/alpha0_3/Aleatoire/alea20_4_1.txt	20	4	2	2	0.0007929801940917969	AB	107.0	107.0	107.0	107.0
instancesSurcharges/alpha0_3/Aleatoire/alea20_4_2.txt	20	4	4	2	0.0013039112091064453	AB	182.0	182.0	182.0	182.0
instancesSurcharges/alpha0_3/Aleatoire/alea20_6_1.txt	20	6	2	2	0.0007109642028808594	AB	115.0	115.0	115.0	115.0
instancesSurcharges/alpha0_3/Aleatoire/alea20_6_2.txt	20	6	4	2	0.0014507770538330078	AB	222.0	222.0	222.0	222.0
instancesSurcharges/alpha0_3/Aleatoire/alea25_2_1.txt	25	2	2	2	0.0012981891632080078	AB	112.02469928675497	112.02469928675497	112.02469928675497	112.02469928675497
instancesSurcharges/alpha0_3/Aleatoire/alea25_2_2.txt	25	2	5	2	0.03781604766845703	AB	319.5590691598024	319.5590691598024	380.0	380.0
instancesSurcharges/alpha0_3/Aleatoire/alea25_5_1.txt	25	5	2	2	0.0012478828430175781	AB	107.0	107.0	107.0	107.0
instancesSurcharges/alpha0_3/Aleatoire/alea25_5_2.txt	25	5	5	2	0.0025358200073242188	AB	268.0	268.0	268.0	268.0
instancesSurcharges/alpha0_3/Aleatoire/alea25_8_1.txt	25	8	2	2	0.0012950897216796875	AB	126.0	126.0	126.0	126.0
instancesSurcharges/alpha0_3/Aleatoire/alea25_8_2.txt	25	8	5	2	0.002685070037841797	AB	396.0	396.0	396.0	396.0
instancesSurcharges/alpha0_3/Aleatoire/alea30_10_1.txt	30	10	3	2	0.002252817153930664	AB	133.0	133.0	133.0	133.0
instancesSurcharges/alpha0_3/Aleatoire/alea30_10_2.txt	30	10	6	2	0.005114078521728516	AB	323.0	323.0	323.0	323.0
