Instances	 nnodes	 p	 strates	 faisabilite	 temps	 fctObj	 As	 Bs	 As+Bs	 noeuds	 borne	 gap
LP	./instancesSurcharges/alpha_aleatoire/pmed/pmed11_5.txt	300	5	20	Optimal	2157.593026161194	A	605.8684420051616	736.6520406556625	1342.5204826608242	0.0	1064.6916263192443
LP	./instancesSurcharges/alpha_aleatoire/pmed/pmed12_5.txt	300	10	20	Optimal	1461.9583067893982	A	1084.813277075388	1301.745449341931	2386.558726417319	0.0	1112.372610226802
LP	./instancesSurcharges/alpha_aleatoire/pmed/pmed16_3.txt	400	5	10	Optimal	1471.756145954132	A	191.92975590723796	250.69839141525136	442.6281473224893	0.0	433.0912596300429
LP	./instancesSurcharges/alpha_aleatoire/pmed/pmed16_4.txt	400	5	15	Optimal	1314.2144892215729	A	520.4446710494686	635.9563901718637	1156.4010612213324	0.0	676.7593649389289
LP	./instancesSurcharges/alpha_aleatoire/pmed/pmed16_5.txt	400	5	20	Optimal	3198.7509438991547	A	751.1495893093437	825.0066806925478	1576.1562700018915	0.0	876.9855022142187
LP	./instancesSurcharges/alpha_aleatoire/pmed/pmed17_4.txt	400	10	15	Optimal	2350.0149199962616	A	476.35757428035413	654.6601305995808	1131.017704879935	0.0	551.9222578911836
LP	./instancesSurcharges/alpha_aleatoire/pmed/pmed22_3.txt	500	10	10	Optimal	3218.9021759033203	A	367.5192055518233	530.2494404701654	897.7686460219886	0.0	375.63120660846613
LP	./instancesSurcharges/alpha_aleatoire/Beasley/p20_5.txt	100	10	20	Optimal	50.621562004089355	A	325.18332840643234	1071.5548891747565	1396.7382175811888	0.0	374.9559555109436
