Instances	 nnodes	 p	 strates	 faisabilite	 temps	 fctObj	 As	 Bs	 As+Bs	 noeuds	 borne	 gap
MIP	../../instancesSurcharges/alpha0_1/Beasley/p10_1.txt	50	5	3	Optimal	183.765643119812	B	126.0	147.0	273.0	1628.0	147.0	0.0
MIP	../../instancesSurcharges/alpha0_1/Beasley/p10_2.txt	50	5	5	Optimal	200.12657499313354	B	229.0	244.0	473.0	1101.0	244.0	0.0
MIP	../../instancesSurcharges/alpha0_1/Beasley/p10_3.txt	50	5	10	TimeLimit	3600.1640639305115	B	492.0	676.0	1168.0	102801.0	667.0	0.013313609467455622
MIP	../../instancesSurcharges/alpha0_1/Beasley/p10_4.txt	50	5	15	TimeLimit	3600.0155730247498	B	757.0	783.0	1540.0	1953.0	762.0	0.02681992337164751
MIP	../../instancesSurcharges/alpha0_1/Beasley/p10_5.txt	50	5	20	TimeLimit	3600.027501106262	B	975.0	1195.0	2170.0	546.0	951.0	0.20418410041841004
MIP	../../instancesSurcharges/alpha0_1/Beasley/p11_1.txt	100	10	3	TimeLimit	3600.0354828834534	B	91.0	98.0	189.0	598.0	89.0	0.09183673469387756
MIP	../../instancesSurcharges/alpha0_1/Beasley/p11_2.txt	100	10	5	TimeLimit	3600.0325689315796	B	152.0	179.0	331.0	21.0	137.0	0.2346368715083799
MIP	../../instancesSurcharges/alpha0_1/Beasley/p11_3.txt	100	10	10	TimeLimit	3600.066610097885	B	414.0	498.0	912.0	11.0	304.0	0.3895582329317269
MIP	../../instancesSurcharges/alpha0_1/Beasley/p11_4.txt	100	10	15	TimeLimit	3600.055056810379	B	729.0	846.0	1575.0	11.0	451.0	0.466903073286052
MIP	../../instancesSurcharges/alpha0_1/Beasley/p12_1.txt	100	10	3	TimeLimit	3600.038339138031	B	96.0	109.0	205.0	311.0	85.0	0.22018348623853212
MIP	../../instancesSurcharges/alpha0_1/Beasley/p12_2.txt	100	10	5	TimeLimit	3600.0332460403442	B	169.0	188.0	357.0	346.0	147.0	0.21808510638297873
MIP	../../instancesSurcharges/alpha0_1/Beasley/p12_3.txt	100	10	10	TimeLimit	3602.3176658153534	B	457.0	507.0	964.0	157.0	293.0	0.42209072978303747
MIP	../../instancesSurcharges/alpha0_1/Beasley/p12_4.txt	100	10	15	TimeLimit	3600.1565840244293	B	857.0	921.0	1778.0	82.0	492.0	0.46579804560260585
MIP	../../instancesSurcharges/alpha0_1/Beasley/p13_1.txt	100	10	3	TimeLimit	3600.0228340625763	B	97.0	101.0	198.0	1039.0	94.0	0.06930693069306931
MIP	../../instancesSurcharges/alpha0_1/Beasley/p13_2.txt	100	10	5	TimeLimit	3600.1212780475616	B	190.0	232.0	422.0	313.0	145.0	0.375
MIP	../../instancesSurcharges/alpha0_1/Beasley/p13_3.txt	100	10	10	TimeLimit	3600.2273828983307	B	383.0	434.0	817.0	167.0	344.0	0.2073732718894009
MIP	../../instancesSurcharges/alpha0_1/Beasley/p13_4.txt	100	10	15	TimeLimit	3600.0771141052246	B	761.0	965.0	1726.0	10.0	455.0	0.5284974093264249
