Instances	 nnodes	 p	 strates	 faisabilite	 temps	 fctObj	 As	 Bs	 As+Bs	 noeuds	 borne	 gap	 As_pmedian	 Bs_pmedian	 As+Bs_pmedian
../instancesSurcharges/alpha0_1/Aleatoire/alea20_2_1.txt	20	2	2	Optimal	0.0640859603881836	B	99.0	104.0	203.0	1.0	104.0	0.0	51.18	72.29	123.47
../instancesSurcharges/alpha0_1/Aleatoire/alea20_2_2.txt	20	2	4	Optimal	0.2806239128112793	B	133.0	184.0	317.0	1.0	184.0	0.0	76.27	148.05	224.32
../instancesSurcharges/alpha0_1/Aleatoire/alea20_4_1.txt	20	4	2	Optimal	0.3220858573913574	B	62.0	72.0	134.0	1.0	72.0	0.0	32.95	53.96	86.91
../instancesSurcharges/alpha0_1/Aleatoire/alea20_4_2.txt	20	4	4	Optimal	1.5655720233917236	B	124.0	144.0	268.0	396.0	144.0	0.0	57.83	111.42	169.25
../instancesSurcharges/alpha0_1/Aleatoire/alea20_6_1.txt	20	6	2	Optimal	0.04151606559753418	B	60.0	71.0	131.0	1.0	71.0	0.0	33.24	55.52	88.76
../instancesSurcharges/alpha0_1/Aleatoire/alea20_6_2.txt	20	6	4	Optimal	0.35567307472229004	B	130.0	136.0	266.0	1.0	136.0	0.0	64.3	102.3	166.6
../instancesSurcharges/alpha0_1/Aleatoire/alea25_2_1.txt	25	2	2	Optimal	0.39875197410583496	B	83.0	98.0	181.0	1.0	98.0	0.0	47.47	67.35	114.82
../instancesSurcharges/alpha0_1/Aleatoire/alea25_2_2.txt	25	2	5	Optimal	0.38932299613952637	B	190.0	230.0	420.0	1.0	230.0	0.0	110.12	169.93	280.05
../instancesSurcharges/alpha0_1/Aleatoire/alea25_5_1.txt	25	5	2	Optimal	0.09525418281555176	B	63.0	64.0	127.0	1.0	64.0	0.0	29.91	49.96	79.87
../instancesSurcharges/alpha0_1/Aleatoire/alea25_5_2.txt	25	5	5	Optimal	4.150910139083862	B	177.0	184.0	361.0	1433.0	184.0	0.0	96.69	153.26	249.95
../instancesSurcharges/alpha0_1/Aleatoire/alea25_8_1.txt	25	8	2	Optimal	0.08423900604248047	B	55.0	74.0	129.0	1.0	74.0	0.0	32.11	58.25	90.36
../instancesSurcharges/alpha0_1/Aleatoire/alea25_8_2.txt	25	8	5	Optimal	0.24135494232177734	B	202.0	211.0	413.0	1.0	211.0	0.0	105.03	161.25	266.28
../instancesSurcharges/alpha0_1/Aleatoire/alea30_10_1.txt	30	10	3	Optimal	0.263394832611084	B	82.0	89.0	171.0	1.0	89.0	0.0	42.53	73.74	116.27
../instancesSurcharges/alpha0_1/Aleatoire/alea30_10_2.txt	30	10	6	Optimal	2.6101601123809814	B	176.0	201.0	377.0	51.0	201.0	0.0	95.85	162.54	258.39
../instancesSurcharges/alpha0_1/Aleatoire/alea30_3_1.txt	30	3	3	Optimal	2.415104866027832	B	111.0	118.0	229.0	241.0	118.0	0.0	58.35	94.19	152.54
../instancesSurcharges/alpha0_1/Aleatoire/alea30_3_2.txt	30	3	6	Optimal	2.991230010986328	B	237.0	259.0	496.0	89.0	259.0	0.0	131.75	198.42	330.17
../instancesSurcharges/alpha0_1/Aleatoire/alea30_6_1.txt	30	6	3	Optimal	14.5105459690094	B	90.0	95.0	185.0	1159.0	95.0	0.0	46.52	78.96	125.48
../instancesSurcharges/alpha0_1/Aleatoire/alea30_6_2.txt	30	6	6	Optimal	3.4983530044555664	B	159.0	189.0	348.0	87.0	189.0	0.0	87.05	150.94	237.99
../instancesSurcharges/alpha0_1/Aleatoire/alea35_11_1.txt	35	11	3	Optimal	4.211323976516724	B	79.0	82.0	161.0	162.0	82.0	0.0	42.94	69.37	112.31
../instancesSurcharges/alpha0_1/Aleatoire/alea35_11_2.txt	35	11	7	Optimal	104.50439095497131	B	182.0	203.0	385.0	3836.0	203.0	0.0	93.01	166.31	259.32
../instancesSurcharges/alpha0_1/Aleatoire/alea35_3_1.txt	35	3	3	Optimal	6.569823980331421	B	113.0	128.0	241.0	577.0	128.0	0.0	68.81	97.49	166.3
../instancesSurcharges/alpha0_1/Aleatoire/alea35_3_2.txt	35	3	7	Optimal	7.698462963104248	B	255.0	293.0	548.0	44.0	293.0	0.0	149.98	209.18	359.16
../instancesSurcharges/alpha0_1/Aleatoire/alea35_7_1.txt	35	7	3	Optimal	23.40100598335266	B	85.0	93.0	178.0	1349.0	93.0	0.0	49.49	79.42	128.91
../instancesSurcharges/alpha0_1/Aleatoire/alea35_7_2.txt	35	7	7	Optimal	59.60103702545166	B	205.0	226.0	431.0	1885.0	226.0	0.0	124.66	189.17	313.83
../instancesSurcharges/alpha0_1/Aleatoire/alea40_13_1.txt	40	13	4	Optimal	2.600304126739502	B	95.0	102.0	197.0	1.0	102.0	0.0	47.18	83.85	131.03
../instancesSurcharges/alpha0_1/Aleatoire/alea40_13_2.txt	40	13	8	Optimal	4.053132057189941	B	204.0	214.0	418.0	1.0	214.0	0.0	114.33	176.86	291.19
../instancesSurcharges/alpha0_1/Aleatoire/alea40_4_1.txt	40	4	4	Optimal	36.931638956069946	B	129.0	144.0	273.0	1384.0	144.0	0.0	79.76	119.11	198.87
../instancesSurcharges/alpha0_1/Aleatoire/alea40_4_2.txt	40	4	8	Optimal	31.24524688720703	B	275.0	308.0	583.0	481.0	308.0	0.0	160.77	245.44	406.21
../instancesSurcharges/alpha0_1/Aleatoire/alea40_8_1.txt	40	8	4	Optimal	12.95642900466919	B	108.0	123.0	231.0	607.0	123.0	0.0	59.85	98.46	158.31
../instancesSurcharges/alpha0_1/Aleatoire/alea40_8_2.txt	40	8	8	Optimal	56.43947100639343	B	242.0	257.0	499.0	1241.0	257.0	0.0	144.03	209.74	353.77
../instancesSurcharges/alpha0_1/Aleatoire/alea45_15_1.txt	45	15	4	Optimal	2.4590959548950195	B	107.0	108.0	215.0	1.0	108.0	0.0	60.96	93.71	154.67
../instancesSurcharges/alpha0_1/Aleatoire/alea45_15_2.txt	45	15	9	Optimal	5.646731853485107	B	213.0	234.0	447.0	1.0	234.0	0.0	109.4	190.68	300.08
../instancesSurcharges/alpha0_1/Aleatoire/alea45_4_1.txt	45	4	4	Optimal	27.310846090316772	B	132.0	140.0	272.0	755.0	140.0	0.0	83.89	113.51	197.4
../instancesSurcharges/alpha0_1/Aleatoire/alea45_4_2.txt	45	4	9	Optimal	82.3371479511261	B	288.0	308.0	596.0	939.0	308.0	0.0	179.8	256.25	436.05
../instancesSurcharges/alpha0_1/Aleatoire/alea45_9_1.txt	45	9	4	Optimal	0.7506229877471924	B	129.0	140.0	269.0	1.0	140.0	0.0	67.48	108.44	175.92
../instancesSurcharges/alpha0_1/Aleatoire/alea45_9_2.txt	45	9	9	Optimal	3.54374098777771	B	246.0	266.0	512.0	1.0	266.0	0.0	152.65	223.37	376.02
../instancesSurcharges/alpha0_1/Aleatoire/alea50_10_1.txt	50	10	5	Optimal	92.31925511360168	B	127.0	128.0	255.0	2309.0	128.0	0.0	73.13	109.25	182.38
../instancesSurcharges/alpha0_1/Aleatoire/alea50_10_2.txt	50	10	10	Optimal	275.82701992988586	B	261.0	282.0	543.0	3592.0	282.0	0.0	143.77	237.42	381.19
../instancesSurcharges/alpha0_1/Aleatoire/alea50_16_1.txt	50	16	5	Optimal	5.303551912307739	B	111.0	117.0	228.0	145.0	117.0	0.0	62.13	98.08	160.21
../instancesSurcharges/alpha0_1/Aleatoire/alea50_16_2.txt	50	16	10	Optimal	18.7234628200531	B	239.0	252.0	491.0	41.0	252.0	0.0	140.55	215.47	356.02
../instancesSurcharges/alpha0_1/Aleatoire/alea50_5_1.txt	50	5	5	Optimal	105.60488605499268	B	163.0	174.0	337.0	1866.0	174.0	0.0	97.07	140.38	237.45
../instancesSurcharges/alpha0_1/Aleatoire/alea50_5_2.txt	50	5	10	Optimal	257.52769708633423	B	343.0	362.0	705.0	1833.0	362.0	0.0	214.64	313.08	527.72
