Instances	 nnodes	 p	 strates	 faisabilite	 temps	 fctObj	 As	 Bs	 As+Bs	 noeuds	 borne	 gap
MIP	../../instancesSurcharges/alpha0_2/Aleatoire/alea20_2_1.txt	20	2	2	Optimal	0.07261013984680176	B	99.0	104.0	203.0	1.0	104.0	0.0
MIP	../../instancesSurcharges/alpha0_2/Aleatoire/alea20_2_2.txt	20	2	4	Optimal	0.6494760513305664	B	133.0	184.0	317.0	1.0	184.0	0.0
MIP	../../instancesSurcharges/alpha0_2/Aleatoire/alea20_4_1.txt	20	4	2	Optimal	0.4173738956451416	B	62.0	72.0	134.0	1.0	72.0	0.0
MIP	../../instancesSurcharges/alpha0_2/Aleatoire/alea20_4_2.txt	20	4	4	Optimal	2.2429840564727783	B	132.0	144.0	276.0	242.0	144.0	0.0
MIP	../../instancesSurcharges/alpha0_2/Aleatoire/alea20_6_1.txt	20	6	2	Optimal	0.05257081985473633	B	60.0	71.0	131.0	1.0	71.0	0.0
MIP	../../instancesSurcharges/alpha0_2/Aleatoire/alea20_6_2.txt	20	6	4	Optimal	0.5571839809417725	B	130.0	136.0	266.0	1.0	136.0	0.0
MIP	../../instancesSurcharges/alpha0_2/Aleatoire/alea25_2_1.txt	25	2	2	Optimal	0.8443570137023926	B	83.0	98.0	181.0	1.0	98.0	0.0
MIP	../../instancesSurcharges/alpha0_2/Aleatoire/alea25_2_2.txt	25	2	5	Optimal	0.49355101585388184	B	190.0	230.0	420.0	1.0	230.0	0.0
MIP	../../instancesSurcharges/alpha0_2/Aleatoire/alea25_5_1.txt	25	5	2	Optimal	0.10905909538269043	B	60.0	64.0	124.0	1.0	64.0	0.0
MIP	../../instancesSurcharges/alpha0_2/Aleatoire/alea25_5_2.txt	25	5	5	Optimal	4.274245023727417	B	179.0	184.0	363.0	1115.0	184.0	0.0
MIP	../../instancesSurcharges/alpha0_2/Aleatoire/alea25_8_1.txt	25	8	2	Optimal	0.09178996086120605	B	68.0	74.0	142.0	1.0	74.0	0.0
MIP	../../instancesSurcharges/alpha0_2/Aleatoire/alea25_8_2.txt	25	8	5	Optimal	0.15078306198120117	B	202.0	211.0	413.0	1.0	211.0	0.0
MIP	../../instancesSurcharges/alpha0_2/Aleatoire/alea30_10_1.txt	30	10	3	Optimal	0.24708795547485352	B	84.0	89.0	173.0	1.0	89.0	0.0
MIP	../../instancesSurcharges/alpha0_2/Aleatoire/alea30_10_2.txt	30	10	6	Optimal	2.2050929069519043	B	187.0	201.0	388.0	60.0	201.0	0.0
MIP	../../instancesSurcharges/alpha0_2/Aleatoire/alea30_3_1.txt	30	3	3	Optimal	2.0610148906707764	B	113.0	118.0	231.0	167.0	118.0	0.0
MIP	../../instancesSurcharges/alpha0_2/Aleatoire/alea30_3_2.txt	30	3	6	Optimal	2.334031105041504	B	236.0	259.0	495.0	30.0	259.0	0.0
MIP	../../instancesSurcharges/alpha0_2/Aleatoire/alea30_6_1.txt	30	6	3	Optimal	6.593946933746338	B	88.0	95.0	183.0	447.0	95.0	0.0
