Instances	 nnodes	 p	 strates	 faisabilite	 temps	 fctObj	 As	 Bs	 As+Bs	 noeuds	 borne	 gap
MIP	../../instancesSurcharges/alpha0_2/Aleatoire/alea20_2_1.txt	20	2	2	Optimal	0.043100833892822266	A	86.0	109.0	195.0	1.0	86.0	0.0
MIP	../../instancesSurcharges/alpha0_2/Aleatoire/alea20_2_2.txt	20	2	4	Optimal	0.21941494941711426	A	133.0	184.0	317.0	1.0	133.0	0.0
MIP	../../instancesSurcharges/alpha0_2/Aleatoire/alea20_4_1.txt	20	4	2	Optimal	0.058367013931274414	A	58.0	114.0	172.0	1.0	58.0	0.0
MIP	../../instancesSurcharges/alpha0_2/Aleatoire/alea20_4_2.txt	20	4	4	Optimal	0.6662771701812744	A	104.0	188.0	292.0	8.0	104.0	0.0
MIP	../../instancesSurcharges/alpha0_2/Aleatoire/alea20_6_1.txt	20	6	2	Optimal	0.03622102737426758	A	56.0	106.0	162.0	1.0	56.0	0.0
MIP	../../instancesSurcharges/alpha0_2/Aleatoire/alea20_6_2.txt	20	6	4	Optimal	0.17549800872802734	A	114.0	226.0	340.0	1.0	114.0	0.0
MIP	../../instancesSurcharges/alpha0_2/Aleatoire/alea25_2_1.txt	25	2	2	Optimal	0.6073489189147949	A	75.0	110.0	185.0	1.0	75.0	0.0
MIP	../../instancesSurcharges/alpha0_2/Aleatoire/alea25_2_2.txt	25	2	5	Optimal	0.20632386207580566	A	185.0	261.0	446.0	1.0	185.0	0.0
MIP	../../instancesSurcharges/alpha0_2/Aleatoire/alea25_5_1.txt	25	5	2	Optimal	0.257706880569458	A	48.0	109.0	157.0	5.0	48.0	0.0
MIP	../../instancesSurcharges/alpha0_2/Aleatoire/alea25_5_2.txt	25	5	5	Optimal	0.852935791015625	A	147.0	274.0	421.0	28.0	147.0	0.0
MIP	../../instancesSurcharges/alpha0_2/Aleatoire/alea25_8_1.txt	25	8	2	Optimal	0.06020498275756836	A	52.0	122.0	174.0	1.0	52.0	0.0
MIP	../../instancesSurcharges/alpha0_2/Aleatoire/alea25_8_2.txt	25	8	5	Optimal	0.14418721199035645	A	187.0	256.0	443.0	1.0	187.0	0.0
MIP	../../instancesSurcharges/alpha0_2/Aleatoire/alea30_10_1.txt	30	10	3	Optimal	0.12794089317321777	A	66.0	140.0	206.0	1.0	66.0	0.0
MIP	../../instancesSurcharges/alpha0_2/Aleatoire/alea30_10_2.txt	30	10	6	Optimal	0.3202500343322754	A	145.0	314.0	459.0	1.0	145.0	0.0
MIP	../../instancesSurcharges/alpha0_2/Aleatoire/alea30_3_1.txt	30	3	3	Optimal	1.391340970993042	A	99.0	148.0	247.0	40.0	99.0	0.0
MIP	../../instancesSurcharges/alpha0_2/Aleatoire/alea30_3_2.txt	30	3	6	Optimal	1.8932561874389648	A	219.0	300.0	519.0	19.0	219.0	0.0
MIP	../../instancesSurcharges/alpha0_2/Aleatoire/alea30_6_1.txt	30	6	3	Optimal	3.638576030731201	A	75.0	131.0	206.0	330.0	75.0	0.0
MIP	../../instancesSurcharges/alpha0_2/Aleatoire/alea30_6_2.txt	30	6	6	Optimal	1.8083961009979248	A	148.0	286.0	434.0	41.0	148.0	0.0
MIP	../../instancesSurcharges/alpha0_2/Aleatoire/alea35_11_1.txt	35	11	3	Optimal	1.0867290496826172	A	68.0	155.0	223.0	1.0	68.0	0.0
MIP	../../instancesSurcharges/alpha0_2/Aleatoire/alea35_11_2.txt	35	11	7	Optimal	14.636863946914673	A	158.0	346.0	504.0	667.0	158.0	0.0
MIP	../../instancesSurcharges/alpha0_2/Aleatoire/alea35_3_1.txt	35	3	3	Optimal	2.587869882583618	A	105.0	156.0	261.0	53.0	105.0	0.0
